RKS,comp,#,type,HIP,G2K,sample1,sample2,RA,DEC,map,sep,parallax,pmra,pmdec,Gmag,Bg-Rg,Bg,Rg,PA,DR2_ID,RA_RKS_DD,DEC_RKS_DD
RKS1925-6628,-,1,K*,HIP095467,,00-33,so,19:25:09.6,-66:28:07.6,......,........,37.179,-230.931,235.775,8.092,1.184,8.630,7.446,.....,6434153380720177664,291.290000,-66.468778
RKS1925+5600,-,1,K*,,,40-50,no,19:25:24.1,+56:00:41.1,......,........,24.203,-3.251,-134.226,11.164,1.882,12.111,10.229,.....,2141888409422918400,291.350417,56.011417
RKS1925+3554,-,1,K*,,,33-40,no,19:25:58.1,+35:54:55.5,......,........,25.034,-90.736,-161.025,9.083,1.164,9.606,8.442,.....,2049942466808818304,291.492083,35.915417
RKS1926+4927,-,1,K*,HIP095575,,00-33,no,19:26:26.0,+49:27:55.0,......,........,41.212,456.419,713.051,7.705,1.203,8.252,7.049,.....,2129771310248902016,291.608333,49.465278
RKS1926+3310,-,1,K*,,,40-50,no,19:26:28.6,+33:10:02.5,......,........,20.398,99.683,-6.549,11.477,1.860,12.407,10.548,.....,2046030610593494272,291.619167,33.167361
RKS1927-6918,-,1,K*,HIP095644,,40-50,so,19:27:18.0,-69:18:06.1,......,........,23.912,-49.582,-5.547,8.992,1.042,9.450,8.407,.....,6420789023043900800,291.825000,-69.301694
RKS1928+1232,A,2,K*,HIP095730,G2K002088,00-33,eq,19:28:15.4,+12:32:09.2,......,........,34.572,-52.973,-39.898,8.829,1.355,9.408,8.053,.....,4316214125587568896,292.064167,12.535889
RKS1928+1232,B,-,K*,HIP095730+,G2K002089,00-33,eq,19:28:15.4,+12:32:10.8,......,........,37.441,-43.784,-57.150,11.463,1.794,11.292,9.498,.....,4316214125609944832,292.064167,12.536333
RKS1928+2854,-,1,K*,,G2K002090,00-33,eq,19:28:25.5,+28:54:10.2,......,........,38.621,-9.534,-40.654,10.162,1.845,11.091,9.246,.....,2026408043220034176,292.106250,28.902833
RKS1929-4952,-,1,K*,HIP095795,,40-50,so,19:29:02.9,-49:52:31.4,......,........,24.127,-51.276,-256.553,8.642,0.992,9.077,8.085,.....,6658745123367090944,292.262083,-49.875389
RKS1929+0709,-,1,K*,,G2K002091,00-33,eq,19:29:05.1,+07:09:35.8,......,........,37.805,246.457,240.743,10.033,1.747,10.900,9.152,.....,4295497883422229888,292.271250,7.159944
RKS1929+0226,-,1,K*,,G2K002092,40-50,eq,19:29:22.8,+02:26:47.3,......,........,21.248,-94.182,-84.580,9.570,1.125,10.071,8.946,.....,4288744884820547968,292.345000,2.446472
RKS1929+0031,-,1,K*,HIP095829,G2K002093,40-50,eq,19:29:26.3,+00:31:41.3,......,........,22.693,-25.932,-237.555,10.205,1.538,10.944,9.406,.....,4287506873404614784,292.359583,0.528139
RKS1929+3217,-,1,K*,,,33-40,no,19:29:32.3,+32:17:02.1,......,........,27.873,3.843,-27.915,9.363,1.277,9.951,8.674,.....,2045167944964004736,292.384583,32.283917
RKS1929+1618,-,1,K*,,G2K002094,40-50,eq,19:29:56.5,+16:18:37.4,......,........,21.278,-164.338,-148.192,10.880,1.680,11.690,10.010,.....,4321661174889263488,292.485417,16.310389
RKS1930+2140,-,1,K*,HIP095890,G2K002095,00-33,eq,19:30:05.5,+21:40:34.0,......,........,34.410,-216.063,-200.103,9.501,1.434,10.176,8.743,.....,2018148889833134080,292.522917,21.676111
RKS1930-5456,-,1,K*,HIP095903,,40-50,so,19:30:13.7,-54:56:19.4,......,........,24.415,21.909,-313.821,10.691,1.761,11.562,9.801,.....,6640483472180313216,292.557083,-54.938722
RKS1930-1523,-,1,K*,,G2K002096,33-40,eq,19:30:32.0,-15:23:18.2,......,........,27.194,-5.904,77.065,10.120,1.587,10.880,9.293,.....,4181465677040441856,292.633333,-15.388389
RKS1930+0334,-,1,K*,,G2K002097,40-50,eq,19:30:36.9,+03:34:36.8,......,........,20.199,-179.518,-4.156,9.760,1.253,10.330,9.077,.....,4289349483103590400,292.653750,3.576889
RKS1930+2810,-,1,K*,,G2K002098,40-50,eq,19:30:51.4,+28:10:30.9,......,........,20.355,22.214,-4.903,10.715,1.579,11.473,9.894,.....,2026171785671393280,292.714167,28.175250
RKS1931+5835,-,1,K*,HIP095995,,00-33,no,19:31:08.0,+58:35:09.5,......,........,54.871,-509.649,-395.373,6.345,1.076,6.831,5.755,.....,2238597054155896832,292.783333,58.585972
RKS1931+0556,-,1,K*,,G2K002099,40-50,eq,19:31:34.9,+05:56:07.0,......,........,21.623,28.955,-4.856,10.560,1.554,11.299,9.745,.....,4294401017483744768,292.895417,5.935278
RKS1932-1116,-,1,K*,HIP096085,G2K002100,00-33,eq,19:32:06.7,-11:16:29.7,......,........,56.516,234.465,18.134,7.249,1.118,7.752,6.634,.....,4187837450005193088,293.027917,-11.274917
RKS1932-3527,-,1,K*,HIP096113,,00-33,so,19:32:30.3,-35:27:06.2,......,........,47.341,-287.528,159.041,8.281,1.336,8.902,7.566,.....,6741156023833749504,293.126250,-35.451722
RKS1932+0034,-,1,K*,HIP096121,G2K002101,00-33,eq,19:32:37.9,+00:34:39.0,......,........,45.253,218.166,25.144,9.741,1.848,10.668,8.821,.....,4287473578816247936,293.157917,0.577500
RKS1933+4808,-,1,K*,,,33-40,no,19:33:55.0,+48:08:14.6,......,........,26.589,-13.723,10.558,10.535,1.684,11.357,9.673,.....,2128853114963792640,293.479167,48.137389
RKS1934-2300,-,1,K*,HIP096240,G2K002102,40-50,eq,19:34:09.8,-23:00:59.6,......,........,20.193,18.437,34.166,9.790,1.201,10.335,9.134,.....,6771373081565902208,293.540833,-23.016556
RKS1934+0434,-,1,K*,HIP096285,G2K002103,00-33,eq,19:34:39.8,+04:34:57.0,......,........,69.312,524.143,311.150,8.711,1.747,9.575,7.828,.....,4291123545113039616,293.665833,4.582500
RKS1935-6145,-,1,K*,,,40-50,so,19:35:21.2,-61:45:36.0,......,........,20.117,-90.512,145.369,11.070,1.685,11.904,10.219,.....,6445217663149865984,293.838333,-61.760000
RKS1935-2259,-,1,K*,,G2K002104,33-40,eq,19:35:50.2,-22:59:10.6,......,........,25.979,-40.424,-50.420,9.604,1.330,10.221,8.891,.....,6771739493809807360,293.959167,-22.986278
RKS1935+4119,-,1,K*,,,33-40,no,19:35:51.4,+41:19:07.9,......,........,32.987,-301.793,-75.676,9.731,1.840,10.639,8.799,.....,2077398234224960384,293.964167,41.318861
RKS1936+5731,-,1,K*,,,40-50,no,19:36:08.0,+57:31:24.2,......,........,20.417,-37.906,33.609,9.499,1.139,10.012,8.873,.....,2142227879342140160,294.033333,57.523389
RKS1936-4756,-,1,K*,HIP096426,,40-50,so,19:36:14.8,-47:56:54.0,......,........,23.262,44.602,-370.003,9.785,1.411,10.447,9.036,.....,6659562915202363392,294.061667,-47.948333
RKS1936+0932,-,1,K*,,G2K002105,33-40,eq,19:36:34.9,+09:32:27.5,......,........,27.835,137.173,15.183,9.016,1.214,9.570,8.356,.....,4302294720696768640,294.145417,9.540972
RKS1936-1026,B,-,K*,HIP096471+,G2K002106,00-33,eq,19:36:45.4,-10:26:31.8,......,........,34.827,-295.842,-266.263,9.522,1.575,10.284,8.708,.....,4194013711756457344,294.189167,-10.442167
RKS1936-1026,A,2,K*,HIP096471,G2K002107,00-33,eq,19:36:45.6,-10:26:36.2,......,........,35.365,-297.180,-277.476,8.345,1.155,8.865,7.710,.....,4193990248350991104,294.190000,-10.443389
RKS1937+3021,A,2,K*,,,40-50,no,19:37:47.1,+30:21:18.5,......,........,20.315,71.343,39.402,9.196,1.066,9.667,8.600,.....,2032516891133712000,294.446250,30.355139
RKS1937+3021,B,-,K*,,,40-50,no,19:37:47.1,+30:21:24.5,......,........,20.338,76.598,35.402,9.323,1.096,9.810,8.714,.....,2032516895491291136,294.446250,30.356806
RKS1937+4337,-,1,K*,HIP096561,,40-50,no,19:37:51.7,+43:37:31.5,......,........,23.402,50.574,-211.844,8.742,1.043,9.191,8.148,.....,2078276439080325888,294.465417,43.625417
RKS1938-0335,-,1,K*,,G2K002108,40-50,eq,19:38:24.0,-03:35:54.9,......,........,21.198,-107.168,-112.249,10.577,1.579,11.332,9.753,.....,4210619292267347456,294.600000,-3.598583
RKS1938+0224,-,1,K*,,G2K002109,40-50,eq,19:38:40.3,+02:24:56.0,......,........,24.281,-18.388,-135.516,10.382,1.597,11.151,9.554,.....,4288189635762584448,294.667917,2.415556
RKS1938+4352,-,1,K*,HIP096634,,40-50,no,19:38:51.1,+43:52:25.3,......,........,22.187,-106.659,-320.271,8.914,1.018,9.359,8.341,.....,2078286437764379648,294.712917,43.873694
RKS1938-2552,-,1,K*,HIP096635,G2K002110,33-40,eq,19:38:51.6,-25:52:18.9,......,........,25.882,108.866,-240.040,8.674,1.033,9.128,8.095,.....,6767000667417725952,294.715000,-25.871917
RKS1938+2257,-,1,K*,,G2K002111,40-50,eq,19:38:52.0,+22:57:51.7,......,........,21.451,116.467,89.563,9.456,1.149,9.972,8.823,.....,2020159342513665920,294.716667,22.964361
RKS1939+7625,-,1,K*,HIP096656,,33-40,no,19:39:06.3,+76:25:19.2,......,........,31.165,162.601,142.239,7.798,1.087,8.278,7.191,.....,2289645626686624512,294.776250,76.422000
RKS1939-2539,-,1,K*,,G2K002112,40-50,eq,19:39:18.7,-25:39:01.3,......,........,20.034,42.330,-123.368,9.675,1.149,10.195,9.046,.....,6767057567145077504,294.827917,-25.650361
RKS1939-0216,-,1,K*,,G2K002113,40-50,eq,19:39:28.5,-02:16:13.4,......,........,21.266,209.253,-209.758,10.862,1.623,11.644,10.021,.....,4213887526168604800,294.868750,-2.270389
RKS1939-3534,-,1,K*,,,40-50,so,19:39:35.6,-35:34:05.4,......,........,20.708,146.676,80.206,9.973,1.233,10.523,9.290,.....,6740966637252572032,294.898333,-35.568167
RKS1939-4811,-,1,K*,HIP096725,,40-50,so,19:39:45.8,-48:11:35.9,......,........,22.180,-27.600,-246.709,8.765,1.079,9.251,8.171,.....,6659309791307611648,294.940833,-48.193306
RKS1939+4509,-,1,K*,HIP096735,,33-40,no,19:39:52.2,+45:09:35.4,......,........,27.073,122.951,281.320,8.920,1.101,9.413,8.312,.....,2079885024592509440,294.967500,45.159833
RKS1939+0551,-,1,K*,,G2K002114,40-50,eq,19:39:55.3,+05:51:26.5,......,........,24.577,-107.156,9.642,10.188,1.477,10.888,9.411,.....,4291690893111849344,294.980417,5.857361
RKS1940-7137,-,1,K*,,,40-50,so,19:40:02.8,-71:37:33.1,......,........,20.698,88.563,-174.645,11.240,1.778,12.121,10.343,.....,6417114386463612032,295.011667,-71.625861
RKS1940+2535,-,1,K*,,G2K002115,40-50,eq,19:40:44.8,+25:35:46.6,......,........,20.785,17.990,-33.677,9.171,1.316,9.781,8.465,.....,2021679765266909952,295.186667,25.596278
RKS1940-7056,-,1,K*,,,33-40,so,19:40:45.8,-70:56:23.2,......,........,27.160,33.356,-18.760,11.710,1.611,12.461,10.851,.....,6417291923228699776,295.190833,-70.939778
RKS1940+3527,-,1,K*,,,33-40,no,19:40:47.1,+35:27:09.3,......,........,27.405,-44.369,22.795,9.059,1.059,9.523,8.463,.....,2047444930468241536,295.196250,35.452583
RKS1940+3457,-,1,K*,,,40-50,no,19:40:59.6,+34:57:08.5,......,........,21.030,95.000,46.549,10.364,1.171,10.526,9.354,.....,2047390465958885632,295.248333,34.952361
RKS1941+2358,-,1,K*,,G2K002116,40-50,eq,19:41:01.4,+23:58:49.9,......,........,20.458,-119.247,-256.600,10.647,1.584,11.409,9.825,.....,2020368941241639424,295.255833,23.980528
RKS1941-5619,-,1,K*,HIP096861,,33-40,so,19:41:17.9,-56:19:18.7,......,........,31.823,-163.827,-53.618,8.713,1.222,9.269,8.047,.....,6640676436470581888,295.324583,-56.321861
RKS1941-7226,-,1,K*,HIP096880,,40-50,so,19:41:35.7,-72:26:45.7,......,........,23.998,0.247,-160.228,8.952,1.079,9.430,8.352,.....,6416270751806848512,295.398750,-72.446028
RKS1941+5113,-,1,K*,,,40-50,no,19:41:42.9,+51:13:37.1,......,........,21.406,78.915,-76.930,9.344,1.064,9.814,8.751,.....,2135606109222419072,295.428750,51.226972
RKS1941+1640,-,1,K*,,G2K002117,40-50,eq,19:41:48.8,+16:40:07.7,......,........,22.280,-6.269,7.962,11.445,1.005,11.870,10.865,.....,4318931053207754880,295.453333,16.668806
RKS1942-5900,-,1,K*,HIP096955,,40-50,so,19:42:33.5,-59:00:37.5,......,........,24.382,177.796,-174.314,8.640,1.021,9.052,8.032,.....,6445776038963071744,295.639583,-59.010417
RKS1942-2501,-,1,K*,,G2K002118,40-50,eq,19:42:45.9,-25:01:29.8,......,........,20.631,5.372,-65.720,10.197,1.051,10.654,9.603,.....,6767149754322976640,295.691250,-25.024944
RKS1942+1522,-,1,K*,,G2K002119,40-50,eq,19:42:50.2,+15:22:52.1,......,........,21.516,33.032,-52.748,9.217,1.189,9.751,8.563,.....,4318552924274675072,295.709167,15.381139
RKS1942-4504,-,1,K*,HIP096998,,00-33,so,19:42:52.8,-45:04:53.5,......,........,40.454,-41.908,-241.666,9.433,1.788,10.276,8.487,.....,6684697235617251200,295.720000,-45.081528
RKS1943+2323,-,1,K*,HIP097048,G2K002120,40-50,eq,19:43:23.3,+23:23:27.5,......,........,21.320,-163.855,-148.658,10.851,1.548,11.590,10.042,.....,2020091451978897664,295.847083,23.390972
RKS1943+1005,-,1,K*,HIP097051,G2K002121,00-33,eq,19:43:25.3,+10:05:22.2,......,........,38.385,186.161,102.099,9.453,1.570,10.208,8.638,.....,4302670684951953280,295.855417,10.089500
RKS1943+3225,-,1,K*,,,40-50,no,19:43:36.7,+32:25:20.7,......,........,20.941,43.897,-5.464,10.691,1.515,11.415,9.900,.....,2034803536056458752,295.902917,32.422417
RKS1943+5358,-,1,K*,,,00-33,no,19:43:52.3,+53:58:48.9,......,........,35.327,16.426,-78.420,9.617,1.586,10.385,8.799,.....,2138259844954847360,295.967917,53.980250
RKS1943+0512,-,1,K*,,G2K002122,33-40,eq,19:43:57.3,+05:12:06.8,......,........,28.222,-260.138,-140.892,10.686,1.716,11.525,9.809,.....,4290657042938860416,295.988750,5.201889
RKS1943-0443,-,1,K*,,G2K002123,40-50,eq,19:43:59.3,-04:43:21.0,......,........,24.313,152.677,-46.342,10.527,1.801,11.416,9.616,.....,4209564315167068032,295.997083,-4.722500
RKS1944+1127,-,1,K*,,G2K002124,40-50,eq,19:44:14.8,+11:27:29.8,......,........,23.573,-58.893,-224.615,10.595,1.667,11.409,9.742,.....,4304597372921627648,296.061667,11.458278
RKS1944+4201,-,1,K*,,,00-33,no,19:44:47.7,+42:01:36.3,......,........,35.348,-26.431,-167.451,7.860,1.065,8.331,7.266,.....,2077071477420073984,296.198750,42.026750
RKS1944-5220,-,1,K*,HIP097156,,33-40,so,19:44:52.4,-52:20:10.8,......,........,33.270,-33.886,-91.778,8.448,1.150,8.968,7.817,.....,6642655488681211392,296.218333,-52.336333
RKS1944-4014,-,1,K*,HIP097160,,40-50,so,19:44:56.2,-40:14:11.9,......,........,21.410,196.260,66.829,9.594,1.154,10.110,8.957,.....,6689731216464437376,296.234167,-40.236639
RKS1945-6823,-,1,K*,HIP097196,,40-50,so,19:45:15.7,-68:23:20.8,......,........,21.018,92.586,106.817,9.719,1.349,10.337,8.988,.....,6426760779929152896,296.315417,-68.389111
RKS1945+5046,-,1,K*,HIP097219,,40-50,no,19:45:30.3,+50:46:21.8,......,........,22.975,267.818,343.687,8.767,1.016,9.215,8.199,.....,2135384798148696576,296.376250,50.772722
RKS1945+3336,A,2,K*,HIP097222,,00-33,no,19:45:33.5,+33:36:07.2,......,........,47.692,8.571,-442.842,8.010,1.207,8.556,7.349,.....,2035020964491479552,296.389583,33.602000
RKS1945+3336,B,-,K*,,,00-33,no,19:45:33.6,+33:36:04.5,......,........,47.616,36.246,-451.527,8.144,1.261,8.709,7.447,.....,2035021028896869888,296.390000,33.601250
RKS1945+3000,-,1,K*,HIP097223,,00-33,no,19:45:35.6,+30:00:36.7,......,........,47.776,-70.209,-100.953,8.686,1.484,9.393,7.909,.....,2032017717217569152,296.398333,30.010194
RKS1946-2944,-,1,K*,,G2K002125,40-50,eq,19:46:12.5,-29:44:25.9,......,........,23.555,-14.259,-161.560,11.217,1.845,12.140,10.295,.....,6751899493685913088,296.552083,-29.740528
RKS1946+3343,-,1,K*,,,00-33,no,19:46:27.5,+33:43:48.8,......,........,47.665,21.463,-438.510,8.213,1.281,8.803,7.523,.....,2035035258143206016,296.614583,33.730222
RKS1947+4020,-,1,K*,HIP097337,,33-40,no,19:47:10.3,+40:20:28.4,......,........,26.054,143.151,392.251,10.465,1.672,11.281,9.609,.....,2076724650220956800,296.792917,40.341222
RKS1948+2937,-,1,K*,,G2K002126,40-50,eq,19:48:31.1,+29:37:45.4,......,........,20.996,-121.817,-14.039,11.094,1.725,11.942,10.217,.....,2031850247835307648,297.129583,29.629278
RKS1949+0818,-,1,K*,,G2K002127,40-50,eq,19:49:02.9,+08:18:02.4,......,........,22.197,181.630,215.822,11.183,1.733,12.039,10.305,.....,4298484363136424576,297.262083,8.300667
RKS1949-3252,-,1,K*,HIP097531,,40-50,so,19:49:21.5,-32:52:22.9,......,........,22.152,16.395,-168.764,8.906,1.020,9.355,8.334,.....,6747740247355473152,297.339583,-32.873028
RKS1949-5748,-,1,K*,,,40-50,so,19:49:22.6,-57:48:12.9,......,........,20.695,-27.034,52.087,10.374,1.477,11.060,9.583,.....,6448189883596134400,297.344167,-57.803583
RKS1950+0805,-,1,K*,,G2K002128,40-50,eq,19:50:05.1,+08:05:45.6,......,........,21.192,34.065,-209.481,10.187,1.463,10.879,9.416,.....,4298419251430414080,297.521250,8.096000
RKS1950+3457,-,1,K*,HIP097640,,00-33,no,19:50:40.9,+34:57:00.2,......,........,35.006,319.014,201.588,7.759,1.035,8.215,7.180,.....,2035577729682322176,297.670417,34.950056
RKS1950-5911,-,1,K*,,,33-40,so,19:50:48.6,-59:11:07.9,......,........,27.022,-96.632,-570.387,8.822,1.066,9.291,8.226,.....,6447036461541073920,297.702500,-59.185528
RKS1950+4804,-,1,K*,HIP097657,,33-40,no,19:50:50.2,+48:04:51.0,......,........,26.451,125.984,232.988,9.151,1.279,9.744,8.465,.....,2086512227851023872,297.709167,48.080833
RKS1950+0834,-,1,K*,,G2K002129,40-50,eq,19:50:54.5,+08:34:08.5,......,........,21.656,-114.854,40.361,11.210,1.878,12.157,10.279,.....,4298471409514224768,297.727083,8.569028
RKS1950+0356,-,1,K*,HIP097668,G2K002130,40-50,eq,19:50:55.9,+03:56:48.3,......,........,23.173,219.277,-99.978,9.256,1.120,9.755,8.636,.....,4242321687140374912,297.732917,3.946750
RKS1951+3200,-,1,K*,,,33-40,no,19:51:05.9,+32:00:39.4,......,........,25.475,86.285,7.376,10.344,1.585,11.112,9.527,.....,2033876063650332032,297.774583,32.010944
RKS1951-4417,-,1,K*,HIP097693,,33-40,so,19:51:14.7,-44:17:27.4,......,........,27.416,127.691,-287.918,10.310,1.645,11.110,9.464,.....,6685076330908421632,297.811250,-44.290944
RKS1951+4841,-,1,K*,,,40-50,no,19:51:33.4,+48:41:06.1,......,........,21.992,-122.952,-7.867,9.570,1.156,10.088,8.932,.....,2086567237793064576,297.889167,48.685028
RKS1951+0258,-,1,K*,,G2K002131,40-50,eq,19:51:36.0,+02:58:33.7,......,........,22.081,249.774,155.080,9.897,1.383,10.539,9.156,.....,4241912119057100928,297.900000,2.976028
RKS1951+4407,-,1,K*,,,00-33,no,19:51:39.4,+44:07:42.3,......,........,33.470,91.089,69.381,8.329,1.070,8.804,7.734,.....,2078878456059034880,297.914167,44.128417
RKS1951+3811,-,1,K*,,,40-50,no,19:51:55.3,+38:11:06.8,......,........,22.800,-14.190,-143.399,10.150,1.532,10.871,9.339,.....,2072201804833111168,297.980417,38.185222
RKS1952-2356,-,1,K*,HIP097805,G2K002132,00-33,eq,19:52:29.9,-23:56:57.0,......,........,38.741,19.878,-41.141,9.023,1.428,9.694,8.266,.....,6863591389529611264,298.124583,-23.949167
RKS1952-5338,-,1,K*,,,40-50,so,19:52:35.4,-53:38:04.6,......,........,22.537,-14.716,29.675,10.760,1.627,11.544,9.917,.....,6641623597018084480,298.147500,-53.634611
RKS1952+5503,-,1,K*,,,40-50,no,19:52:58.0,+55:03:39.5,......,........,24.491,122.825,-181.199,10.779,1.670,11.590,9.921,.....,2137986929852261376,298.241667,55.060972
RKS1953-1147,-,1,K*,,G2K002133,40-50,eq,19:53:22.4,-11:47:16.4,......,........,21.463,60.484,93.935,8.948,1.036,9.403,8.368,.....,4190046265782213888,298.343333,-11.787889
RKS1954-3200,-,1,K*,HIP097927,,33-40,so,19:54:05.7,-32:00:12.5,......,........,25.407,-151.404,-113.906,9.781,1.482,10.486,9.004,.....,6748143424525465984,298.523750,-32.003472
RKS1954+0156,A,2,K*,HIP097940,G2K002134,40-50,eq,19:54:15.0,+01:56:36.3,......,........,24.906,-1.562,-270.206,8.541,1.043,9.005,7.961,.....,4240626686883261184,298.562500,1.943417
RKS1954-2356,A,2,K*,HIP097944,G2K002135,00-33,eq,19:54:17.7,-23:56:27.8,AB,........,70.887,-124.476,-410.440,5.889,1.198,6.444,5.246,.....,6863535898551993472,298.573750,-23.941056
RKS1954-2356,B,-,??,,,00-33,eq,19:54:17.7,-23:56:27.8,AB,........,70.887,-124.476,-410.440,NaN,NaN,NaN,NaN,.....,,298.573750,-23.941056
RKS1954-2356,C,-,M*,,,00-33,eq,19:54:20.6,-23:56:40.6,AB-C,........,NaN,NaN,NaN,NaN,NaN,NaN,NaN,.....,,298.585833,-23.944611
RKS1954+0156,B,-,K*,HIP097950,G2K002136,40-50,eq,19:54:25.7,+01:56:28.9,......,........,24.971,-0.186,-269.831,8.683,1.077,9.160,8.083,.....,4240625896609242624,298.607083,1.941361
RKS1954+4923,-,1,K*,,,33-40,no,19:54:34.2,+49:23:38.5,......,........,25.835,5.489,-110.004,10.518,1.555,11.261,9.706,.....,2086977660562460928,298.642500,49.394028
RKS1954+2013,-,1,K*,,G2K002137,00-33,eq,19:54:37.6,+20:13:06.5,......,........,36.474,-38.090,-62.759,10.148,1.822,11.060,9.238,.....,1826261983123386240,298.656667,20.218472
RKS1955+5251,-,1,K*,,,40-50,no,19:55:00.6,+52:51:17.7,......,........,20.383,163.630,35.613,10.436,1.532,11.172,9.641,.....,2137521355398050176,298.752500,52.854917
RKS1955+0403,-,1,K*,HIP098007,G2K002138,33-40,eq,19:55:01.5,+04:03:43.6,......,........,29.317,-276.762,-248.953,9.082,1.257,9.653,8.397,.....,4242106762670127488,298.756250,4.062111
RKS1956-5258,-,1,K*,HIP098105,,33-40,so,19:56:15.9,-52:58:16.2,......,........,31.419,134.304,-74.655,10.004,1.702,10.843,9.141,.....,6665685343840128384,299.066250,-52.971167
RKS1956-7221,-,1,K*,HIP098106,,00-33,so,19:56:16.1,-72:21:51.4,......,........,42.449,-12.339,-299.093,8.069,1.237,8.638,7.400,.....,6416143002299883904,299.067083,-72.364278
RKS1956+5909,-,1,K*,HIP098123,,00-33,no,19:56:33.9,+59:09:41.5,......,........,38.371,-424.344,-80.273,9.399,1.640,10.174,8.534,.....,2235729901490753792,299.141250,59.161528
RKS1956-3120,-,1,K*,HIP098130,,00-33,so,19:56:37.0,-31:20:07.1,......,........,51.067,409.398,31.715,8.066,1.271,8.651,7.380,.....,6748283784056800384,299.154167,-31.335306
RKS1956+1935,-,1,K*,,G2K002139,40-50,eq,19:56:55.4,+19:35:49.8,......,........,21.220,7.302,7.083,11.675,1.293,12.169,10.876,.....,1823178295350910976,299.230833,19.597167
RKS1957-5917,B,-,K*,HIP098159,,40-50,so,19:56:55.5,-59:17:04.6,......,49.626,24.983,121.800,-176.082,10.348,1.645,11.149,9.505,299.2,6447055599914866816,299.231250,-59.284611
RKS1957-5917,A,2,K*,HIP098170,,33-40,so,19:57:01.2,-59:17:28.7,......,49.626,25.307,118.729,-187.234,9.859,1.492,10.559,9.067,299.2,6447055389460371584,299.255000,-59.291306
RKS1957-2617,-,1,K*,,G2K002140,40-50,eq,19:57:24.0,-26:17:00.6,......,........,21.490,-55.015,-101.104,11.123,1.791,12.012,10.221,.....,6754258117923153280,299.350000,-26.283500
RKS1957+1313,-,1,K*,,G2K002141,00-33,eq,19:57:25.5,+13:13:24.8,......,........,38.210,-8.518,-42.605,9.581,1.655,10.390,8.735,.....,4305065077668010112,299.356250,13.223556
RKS1957-5545,-,1,K*,HIP098211,,40-50,so,19:57:27.7,-55:45:39.6,......,........,20.558,187.883,-33.723,9.206,1.104,9.700,8.596,.....,6449015268937523712,299.365417,-55.761000
RKS1958-5456,-,1,K*,HIP098316,,00-33,so,19:58:33.0,-54:56:12.8,......,........,42.325,108.526,-123.400,8.195,1.255,8.773,7.518,.....,6449124395465377920,299.637500,-54.936889
RKS1958-1956,-,1,K*,HIP098329,G2K002142,40-50,eq,19:58:39.9,-19:56:08.3,......,........,21.194,32.374,-172.439,9.127,1.048,9.588,8.540,.....,6866972250345142272,299.666250,-19.935639
RKS1959+4210,-,1,K*,HIP098381,,33-40,no,19:59:19.5,+42:10:07.8,......,........,25.882,173.758,160.222,9.515,1.348,10.141,8.794,.....,2075302157061534976,299.831250,42.168833
RKS1959-3631,-,1,K*,,,33-40,so,19:59:21.0,-36:31:03.8,......,........,26.649,146.498,-398.089,10.402,1.856,11.329,9.474,.....,6698021534137490432,299.837500,-36.517722
RKS1959-6712,-,1,K*,,,40-50,so,19:59:29.0,-67:12:03.0,......,........,20.659,36.698,-105.613,10.869,1.684,11.694,10.010,.....,6427284422343978368,299.870833,-67.200833
RKS1959-2012,-,1,K*,HIP098413,G2K002143,33-40,eq,19:59:45.9,-20:12:37.4,......,........,28.719,-22.319,-40.813,8.929,1.120,9.427,8.308,.....,6866905901690264960,299.941250,-20.210389
RKS1959-0503,-,1,K*,,G2K002144,40-50,eq,19:59:57.2,-05:03:24.3,......,........,24.456,35.200,-49.753,10.997,1.776,11.882,10.105,.....,4221163269481517312,299.988333,-5.056750
RKS2000+4958,-,1,K*,,,40-50,no,20:00:19.2,+49:58:23.6,......,........,20.355,50.594,26.822,10.252,1.393,10.905,9.512,.....,2088554257161398016,300.080000,49.973222
RKS2000+2242,-,1,K*,HIP098505,G2K002145,00-33,eq,20:00:43.7,+22:42:39.0,......,........,50.568,-3.294,-250.225,7.414,1.105,7.913,6.808,.....,1827242816201846144,300.182083,22.710833
RKS2000+3257,-,1,K*,,,00-33,no,20:00:45.6,+32:57:00.0,......,........,34.226,107.607,85.350,7.881,1.001,8.325,7.325,.....,2034189424451787264,300.190000,32.950000
RKS2001-0325,-,1,K*,,G2K002146,40-50,eq,20:01:29.2,-03:25:22.0,......,........,21.880,-16.672,-74.145,10.448,1.549,11.189,9.641,.....,4221951889895338112,300.371667,-3.422778
RKS2002+5322,-,1,K*,HIP098668,,40-50,no,20:02:27.4,+53:22:36.5,......,........,24.260,164.816,145.473,8.943,1.080,9.424,8.344,.....,2089570519439964416,300.614167,53.376806
RKS2002-5003,-,1,K*,HIP098679,,00-33,so,20:02:35.2,-50:03:09.7,......,........,47.814,365.132,-376.048,8.252,1.375,8.898,7.523,.....,6667318634003429504,300.646667,-50.052694
RKS2002+0319,-,1,K*,HIP098698,G2K002147,00-33,eq,20:02:47.0,+03:19:34.2,......,........,78.624,-90.290,119.506,7.063,1.353,7.697,6.343,.....,4247023886053586304,300.695833,3.326167
RKS2003+2005,-,1,K*,HIP120148,G2K002148,00-33,eq,20:03:00.9,+20:05:49.6,......,........,33.342,180.576,-12.491,10.021,1.676,10.843,9.168,.....,1823476232957094400,300.753750,20.097111
